
0
0.956,0.033,0.033,0.015
0.674,0.011,0.011,0.215

0
0.412,0.412,1.768,1.000
0.409,0.375,1.827,1.000
0.416,0.138,1.844,1.000
0.422,0.000,1.851,1.000
0.338,0.217,1.792,1.000
0.281,0.396,1.745,1.000
0.231,0.554,1.667,1.000
0.228,0.579,1.659,1.000
0.500,0.221,1.862,1.000
0.541,0.387,1.807,1.000
0.563,0.533,1.700,1.000
0.566,0.567,1.671,1.000
0.372,0.463,1.732,1.000
0.334,0.725,1.616,1.000
0.300,0.925,1.523,1.000
0.294,0.975,1.423,1.000
0.450,0.463,1.773,1.000
0.444,0.729,1.781,1.000
0.431,0.933,1.786,1.000
0.434,0.996,1.698,1.000

0.000,0.000,0.000,0.971
0.979,0.201,0.201,-0.031
0.979,0.201,0.201,-0.023
0.707,0.000,0.000,-0.020
0.949,0.180,0.180,-0.094
0.682,0.000,0.000,-0.156
-0.031,0.941,0.941,0.145
0.698,0.000,0.000,-0.102
0.957,0.209,0.209,-0.176
0.671,0.000,0.000,-0.219
0.020,0.902,0.902,-0.067
0.661,0.000,0.000,-0.249
0.943,0.204,0.204,-0.184
0.689,0.000,0.000,-0.151
0.877,0.024,0.024,-0.190
0.688,-0.020,-0.020,0.163
0.970,0.240,0.240,0.018
0.707,0.000,0.000,0.009
0.956,0.033,0.033,0.014
0.674,0.011,0.011,0.214

0
0.412,0.412,1.772,1.000
0.409,0.375,1.832,1.000
0.416,0.138,1.848,1.000
0.422,0.000,1.853,1.000
0.338,0.217,1.797,1.000
0.275,0.392,1.752,1.000
0.216,0.533,1.677,1.000
0.200,0.563,1.667,1.000
0.500,0.221,1.867,1.000
0.544,0.383,1.822,1.000
0.581,0.525,1.738,1.000
0.587,0.567,1.715,1.000
0.372,0.463,1.736,1.000
0.334,0.725,1.619,1.000
0.300,0.929,1.539,1.000
0.294,0.979,1.442,1.000
0.450,0.463,1.777,1.000
0.444,0.729,1.782,1.000
0.431,0.933,1.787,1.000
0.434,0.996,1.698,1.000

0.000,0.000,0.000,0.970
0.979,0.202,0.202,-0.031
0.979,0.202,0.202,-0.012
0.707,0.000,0.000,-0.012
0.943,0.179,0.179,-0.085
0.676,0.000,0.000,-0.162
-0.041,0.931,0.931,0.187
0.679,0.000,0.000,-0.106
0.957,0.212,0.212,-0.155
0.678,0.000,0.000,-0.183
0.030,0.926,0.926,-0.120
0.682,0.000,0.000,-0.179
0.942,0.205,0.205,-0.185
0.693,0.000,0.000,-0.130
0.894,0.022,0.022,-0.165
0.687,-0.021,-0.021,0.165
0.970,0.242,0.242,0.012
0.707,0.000,0.000,0.007
0.955,0.033,0.033,0.011
0.674,0.011,0.011,0.214

0
0.412,0.412,1.784,1.000
0.412,0.375,1.843,1.000
0.419,0.142,1.860,1.000
0.422,0.004,1.859,1.000
0.338,0.217,1.815,1.000
0.253,0.375,1.773,1.000
0.172,0.504,1.689,1.000
0.141,0.550,1.664,1.000
0.500,0.225,1.887,1.000
0.559,0.379,1.867,1.000
0.616,0.517,1.809,1.000
0.625,0.554,1.788,1.000
0.372,0.463,1.746,1.000
0.334,0.725,1.638,1.000
0.300,0.929,1.589,1.000
0.291,0.988,1.494,1.000
0.450,0.463,1.790,1.000
0.444,0.729,1.786,1.000
0.431,0.933,1.787,1.000
0.434,0.996,1.698,1.000

0.000,0.000,0.000,0.968
0.977,0.209,0.209,-0.031
0.978,0.208,0.208,0.004
0.707,0.000,0.000,0.001
0.917,0.180,0.180,-0.067
0.660,0.000,0.000,-0.182
-0.062,0.902,0.902,0.259
0.662,0.000,0.000,-0.155
0.942,0.219,0.219,-0.099
0.682,0.000,0.000,-0.134
0.034,0.947,0.947,-0.186
0.682,0.000,0.000,-0.170
0.942,0.218,0.218,-0.171
0.700,0.000,0.000,-0.082
0.913,0.009,0.009,-0.107
0.680,-0.031,-0.031,0.192
0.968,0.251,0.251,-0.004
0.707,0.000,0.000,0.001
0.953,0.034,0.034,0.002
0.674,0.011,0.011,0.214

0
0.412,0.412,1.800,1.000
0.412,0.375,1.859,1.000
0.419,0.146,1.879,1.000
0.425,0.004,1.871,1.000
0.338,0.221,1.837,1.000
0.228,0.354,1.795,1.000
0.128,0.463,1.704,1.000
0.078,0.517,1.669,1.000
0.503,0.229,1.911,1.000
0.572,0.375,1.907,1.000
0.650,0.496,1.893,1.000
0.663,0.529,1.878,1.000
0.372,0.463,1.761,1.000
0.334,0.725,1.669,1.000
0.297,0.933,1.654,1.000
0.291,0.992,1.561,1.000
0.450,0.463,1.804,1.000
0.444,0.729,1.791,1.000
0.431,0.933,1.787,1.000
0.434,0.996,1.699,1.000

0.000,0.000,0.000,0.969
0.977,0.210,0.210,-0.039
0.977,0.208,0.208,0.034
0.707,0.000,0.000,0.021
0.865,0.168,0.168,-0.057
0.637,0.000,0.000,-0.206
-0.088,0.862,0.862,0.335
0.645,0.000,0.000,-0.166
0.928,0.213,0.213,-0.060
0.677,0.000,0.000,-0.036
0.014,0.957,0.957,-0.282
0.682,0.000,0.000,-0.143
0.948,0.221,0.221,-0.146
0.704,0.000,0.000,-0.024
0.947,0.022,0.022,-0.030
0.679,-0.021,-0.021,0.195
0.968,0.248,0.248,-0.021
0.707,0.000,0.000,-0.006
0.950,0.034,0.034,-0.007
0.674,0.011,0.011,0.213

0
0.412,0.412,1.814,1.000
0.412,0.375,1.873,1.000
0.419,0.150,1.894,1.000
0.425,0.008,1.883,1.000
0.338,0.225,1.855,1.000
0.219,0.346,1.804,1.000
0.100,0.433,1.711,1.000
0.056,0.467,1.682,1.000
0.503,0.233,1.929,1.000
0.581,0.371,1.930,1.000
0.669,0.479,1.947,1.000
0.678,0.496,1.945,1.000
0.372,0.463,1.775,1.000
0.331,0.725,1.692,1.000
0.297,0.933,1.686,1.000
0.291,0.992,1.593,1.000
0.450,0.463,1.817,1.000
0.444,0.729,1.796,1.000
0.431,0.933,1.788,1.000
0.434,0.996,1.699,1.000

0.000,0.000,0.000,0.969
0.977,0.207,0.207,-0.042
0.978,0.205,0.205,0.043
0.706,0.000,0.000,0.028
0.834,0.147,0.147,-0.086
0.613,0.000,0.000,-0.217
-0.110,0.825,0.825,0.413
0.619,0.000,0.000,-0.190
0.910,0.207,0.207,-0.052
0.666,0.000,0.000,0.046
-0.020,0.939,0.939,-0.332
0.684,0.000,0.000,-0.028
0.950,0.223,0.223,-0.129
0.705,0.000,0.000,-0.010
0.953,0.017,0.017,-0.013
0.679,-0.021,-0.021,0.195
0.968,0.245,0.245,-0.036
0.707,0.000,0.000,-0.013
0.947,0.034,0.034,-0.016
0.674,0.011,0.011,0.212

0
0.412,0.412,1.828,1.000
0.412,0.379,1.888,1.000
0.419,0.154,1.910,1.000
0.425,0.013,1.897,1.000
0.334,0.225,1.874,1.000
0.203,0.325,1.816,1.000
0.075,0.396,1.718,1.000
0.038,0.404,1.694,1.000
0.503,0.237,1.946,1.000
0.584,0.354,1.966,1.000
0.675,0.446,1.997,1.000
0.684,0.454,2.001,1.000
0.372,0.463,1.789,1.000
0.331,0.729,1.729,1.000
0.300,0.938,1.735,1.000
0.294,1.000,1.645,1.000
0.450,0.463,1.831,1.000
0.444,0.725,1.800,1.000
0.431,0.933,1.789,1.000
0.434,0.996,1.699,1.000

0.000,0.000,0.000,0.971
0.978,0.201,0.201,-0.046
0.979,0.196,0.196,0.049
0.706,0.000,0.000,0.032
0.788,0.121,0.121,-0.107
0.592,0.000,0.000,-0.235
-0.128,0.790,0.790,0.460
0.544,0.000,0.000,-0.247
0.877,0.173,0.173,0.016
0.650,0.000,0.000,0.090
-0.044,0.912,0.912,-0.375
0.639,0.000,0.000,0.114
0.957,0.227,0.227,-0.090
0.705,0.000,0.000,0.011
0.956,0.014,0.014,0.016
0.675,-0.021,-0.021,0.210
0.969,0.238,0.238,-0.053
0.707,0.000,0.000,-0.019
0.945,0.034,0.034,-0.024
0.675,0.011,0.011,0.211

0
0.412,0.412,1.840,1.000
0.409,0.379,1.900,1.000
0.419,0.154,1.925,1.000
0.422,0.021,1.914,1.000
0.331,0.229,1.888,1.000
0.194,0.317,1.823,1.000
0.063,0.375,1.722,1.000
0.034,0.367,1.704,1.000
0.500,0.242,1.959,1.000
0.587,0.346,1.983,1.000
0.681,0.433,2.020,1.000
0.688,0.438,2.027,1.000
0.369,0.463,1.801,1.000
0.328,0.729,1.750,1.000
0.303,0.938,1.765,1.000
0.294,1.000,1.669,0.500
0.450,0.467,1.841,1.000
0.444,0.725,1.804,1.000
0.431,0.933,1.790,1.000
0.434,0.992,1.700,1.000

0.005,-0.022,-0.022,0.974
0.979,0.198,0.198,-0.049
0.979,0.193,0.193,0.042
0.706,0.000,0.000,0.028
0.755,0.097,0.097,-0.137
0.577,0.000,0.000,-0.249
-0.191,0.746,0.746,0.501
-0.235,0.366,0.366,0.557
0.849,0.159,0.159,0.028
0.643,0.000,0.000,0.108
-0.054,0.899,0.899,-0.391
0.594,0.000,0.000,0.283
0.965,0.217,0.217,-0.075
0.705,0.000,0.000,0.026
0.966,-0.010,-0.010,0.035
0.677,-0.030,-0.030,0.200
0.972,0.224,0.224,-0.066
0.706,0.000,0.000,-0.024
0.948,0.033,0.033,-0.031
0.678,0.011,0.011,0.200

0
0.409,0.412,1.849,1.000
0.409,0.379,1.909,1.000
0.416,0.158,1.937,1.000
0.422,0.025,1.927,1.000
0.331,0.229,1.900,1.000
0.191,0.308,1.829,1.000
0.056,0.358,1.725,1.000
0.038,0.342,1.711,1.000
0.500,0.242,1.969,1.000
0.587,0.342,1.993,1.000
0.681,0.421,2.034,1.000
0.697,0.429,2.044,1.000
0.369,0.463,1.811,1.000
0.328,0.733,1.767,1.000
0.303,0.942,1.787,1.000
0.297,1.004,1.714,0.500
0.450,0.467,1.849,1.000
0.444,0.725,1.808,1.000
0.431,0.933,1.791,1.000
0.434,0.992,1.700,1.000

0.005,-0.023,-0.023,0.975
0.979,0.195,0.195,-0.057
0.980,0.191,0.191,0.039
0.706,0.000,0.000,0.025
0.734,0.079,0.079,-0.159
0.566,0.000,0.000,-0.260
-0.202,0.726,0.726,0.522
-0.199,0.258,0.258,0.628
0.842,0.154,0.154,0.030
0.635,0.000,0.000,0.124
-0.065,0.884,0.884,-0.410
0.594,0.000,0.000,0.205
0.968,0.213,0.213,-0.062
0.705,0.000,0.000,0.034
0.950,0.004,0.004,0.046
0.663,-0.025,-0.025,0.246
0.973,0.217,0.217,-0.074
0.706,0.000,0.000,-0.028
0.947,0.033,0.033,-0.036
0.679,0.011,0.011,0.199

0
0.409,0.412,1.856,1.000
0.406,0.379,1.917,1.000
0.416,0.158,1.945,1.000
0.419,0.033,1.941,1.000
0.328,0.233,1.909,1.000
0.188,0.304,1.835,1.000
0.053,0.350,1.728,1.000
0.041,0.329,1.716,1.000
0.497,0.246,1.977,1.000
0.587,0.338,2.000,1.000
0.681,0.412,2.041,1.000
0.700,0.421,2.051,1.000
0.366,0.463,1.818,1.000
0.328,0.733,1.780,1.000
0.303,0.942,1.801,1.000
0.297,1.004,1.730,0.500
0.447,0.467,1.855,1.000
0.444,0.725,1.811,1.000
0.431,0.933,1.792,1.000
0.434,0.992,1.701,1.000

0.005,-0.023,-0.023,0.977
0.979,0.192,0.192,-0.059
0.981,0.189,0.189,0.019
0.707,0.000,0.000,0.012
0.717,0.063,0.063,-0.180
0.561,0.000,0.000,-0.269
-0.211,0.713,0.713,0.530
-0.166,0.173,0.173,0.665
0.822,0.150,0.150,0.023
0.631,0.000,0.000,0.128
-0.068,0.877,0.877,-0.421
0.585,0.000,0.000,0.183
0.971,0.209,0.209,-0.052
0.705,0.000,0.000,0.035
0.949,0.004,0.004,0.048
0.662,-0.025,-0.025,0.248
0.973,0.212,0.212,-0.081
0.706,0.000,0.000,-0.032
0.945,0.033,0.033,-0.041
0.679,0.011,0.011,0.198

0
0.406,0.412,1.861,1.000
0.406,0.379,1.923,1.000
0.412,0.158,1.953,1.000
0.416,0.042,1.954,1.000
0.325,0.233,1.917,1.000
0.184,0.300,1.841,1.000
0.053,0.338,1.730,1.000
0.044,0.317,1.720,1.000
0.494,0.246,1.984,1.000
0.587,0.333,2.004,1.000
0.681,0.404,2.043,1.000
0.700,0.417,2.049,1.000
0.366,0.463,1.823,1.000
0.325,0.733,1.791,1.000
0.303,0.942,1.811,1.000
0.297,1.004,1.740,0.500
0.447,0.467,1.860,1.000
0.444,0.725,1.814,1.000
0.431,0.933,1.793,1.000
0.434,0.992,1.701,1.000

0.005,-0.023,-0.023,0.977
0.979,0.191,0.191,-0.063
0.982,0.189,0.189,-0.003
0.707,0.000,0.000,-0.004
0.707,0.055,0.055,-0.192
0.551,0.000,0.000,-0.285
-0.228,0.689,0.689,0.543
-0.155,0.138,0.138,0.676
0.809,0.152,0.152,0.009
0.627,0.000,0.000,0.123
-0.067,0.873,0.873,-0.434
0.619,0.000,0.000,0.116
0.972,0.205,0.205,-0.043
0.705,0.000,0.000,0.034
0.948,-0.000,-0.000,0.045
0.661,-0.025,-0.025,0.250
0.974,0.208,0.208,-0.085
0.706,0.000,0.000,-0.035
0.944,0.033,0.033,-0.045
0.679,0.011,0.011,0.197

0
0.406,0.412,1.866,1.000
0.403,0.379,1.928,1.000
0.409,0.162,1.959,1.000
0.416,0.046,1.965,1.000
0.322,0.237,1.923,1.000
0.184,0.296,1.846,1.000
0.053,0.329,1.733,1.000
0.047,0.313,1.724,1.000
0.491,0.246,1.990,1.000
0.587,0.333,2.006,1.000
0.678,0.400,2.039,1.000
0.700,0.412,2.042,1.000
0.363,0.467,1.828,1.000
0.325,0.738,1.798,1.000
0.306,0.942,1.817,1.000
0.300,1.004,1.743,1.000
0.444,0.467,1.864,1.000
0.441,0.725,1.816,1.000
0.431,0.933,1.794,1.000
0.434,0.992,1.702,1.000

0.000,0.000,0.000,0.978
0.979,0.190,0.190,-0.067
0.981,0.190,0.190,-0.021
0.707,0.000,0.000,-0.018
0.687,0.039,0.039,-0.208
0.545,0.000,0.000,-0.294
-0.236,0.676,0.676,0.550
-0.176,0.114,0.114,0.675
0.809,0.162,0.162,-0.013
0.626,0.000,0.000,0.111
-0.061,0.875,0.875,-0.442
0.611,0.000,0.000,0.047
0.972,0.202,0.202,-0.039
0.706,0.000,0.000,0.032
0.951,-0.004,-0.004,0.043
0.664,-0.024,-0.024,0.243
0.974,0.202,0.202,-0.088
0.706,0.000,0.000,-0.038
0.943,0.029,0.029,-0.050
0.679,0.011,0.011,0.197

0
0.403,0.417,1.870,1.000
0.400,0.383,1.932,1.000
0.406,0.162,1.964,1.000
0.412,0.054,1.974,1.000
0.319,0.237,1.928,1.000
0.184,0.292,1.852,1.000
0.053,0.325,1.737,1.000
0.050,0.308,1.728,1.000
0.488,0.246,1.996,1.000
0.584,0.333,2.007,1.000
0.675,0.396,2.033,1.000
0.697,0.408,2.033,1.000
0.363,0.467,1.832,1.000
0.325,0.738,1.804,1.000
0.306,0.942,1.822,1.000
0.300,1.004,1.746,1.000
0.441,0.467,1.868,1.000
0.441,0.729,1.819,1.000
0.431,0.938,1.795,1.000
0.434,0.992,1.702,1.000

0.000,0.000,0.000,0.977
0.979,0.189,0.189,-0.068
0.980,0.189,0.189,-0.039
0.706,0.000,0.000,-0.032
0.680,0.032,0.032,-0.217
0.545,0.000,0.000,-0.298
-0.240,0.672,0.672,0.549
-0.171,0.060,0.060,0.684
0.811,0.170,0.170,-0.034
0.623,0.000,0.000,0.092
-0.053,0.874,0.874,-0.459
0.612,0.000,0.000,0.003
0.971,0.208,0.208,-0.035
0.706,0.000,0.000,0.030
0.953,-0.004,-0.004,0.041
0.665,-0.024,-0.024,0.238
0.973,0.208,0.208,-0.090
0.706,0.000,0.000,-0.041
0.947,0.028,0.028,-0.054
0.682,0.011,0.011,0.185

0
0.397,0.417,1.875,1.000
0.397,0.383,1.937,1.000
0.400,0.162,1.970,1.000
0.409,0.058,1.982,1.000
0.313,0.237,1.935,1.000
0.181,0.292,1.862,1.000
0.056,0.321,1.743,1.000
0.053,0.308,1.736,1.000
0.481,0.250,2.001,1.000
0.581,0.333,2.006,1.000
0.672,0.396,2.026,1.000
0.694,0.404,2.024,1.000
0.356,0.467,1.837,1.000
0.325,0.738,1.810,1.000
0.306,0.942,1.826,1.000
0.300,1.004,1.749,1.000
0.438,0.471,1.873,1.000
0.438,0.729,1.821,1.000
0.431,0.938,1.795,1.000
0.434,0.992,1.703,1.000

0.005,-0.023,-0.023,0.978
0.980,0.187,0.187,-0.071
0.980,0.185,0.185,-0.047
0.705,0.000,0.000,-0.040
0.688,0.039,0.039,-0.210
0.540,0.000,0.000,-0.315
-0.258,0.650,0.650,0.549
-0.172,0.079,0.079,0.681
0.793,0.177,0.177,-0.062
0.624,0.000,0.000,0.070
-0.040,0.879,0.879,-0.461
0.582,0.000,0.000,-0.035
0.975,0.204,0.204,-0.036
0.706,0.000,0.000,0.026
0.952,-0.004,-0.004,0.035
0.666,-0.024,-0.024,0.236
0.974,0.205,0.205,-0.096
0.706,0.000,0.000,-0.043
0.945,0.024,0.024,-0.058
0.682,0.011,0.011,0.185

0
0.394,0.417,1.880,1.000
0.391,0.383,1.941,1.000
0.394,0.162,1.974,1.000
0.403,0.058,1.987,1.000
0.306,0.237,1.939,1.000
0.181,0.292,1.871,1.000
0.056,0.321,1.751,1.000
0.056,0.308,1.746,1.000
0.475,0.250,2.004,1.000
0.578,0.333,2.005,1.000
0.669,0.392,2.020,1.000
0.691,0.404,2.017,1.000
0.353,0.467,1.841,1.000
0.322,0.738,1.815,1.000
0.306,0.942,1.829,1.000
0.300,1.000,1.751,1.000
0.431,0.471,1.877,1.000
0.434,0.729,1.823,1.000
0.431,0.938,1.796,1.000
0.434,0.992,1.703,1.000

0.005,-0.024,-0.024,0.976
0.980,0.185,0.185,-0.071
0.980,0.183,0.183,-0.055
0.705,0.000,0.000,-0.045
0.696,0.042,0.042,-0.204
0.540,0.000,0.000,-0.316
-0.260,0.649,0.649,0.548
-0.132,0.000,0.000,0.695
0.789,0.184,0.184,-0.085
0.620,0.000,0.000,0.055
-0.032,0.874,0.874,-0.477
0.611,0.000,0.000,-0.052
0.973,0.211,0.211,-0.033
0.706,0.000,0.000,0.023
0.957,-0.011,-0.011,0.030
0.671,-0.024,-0.024,0.223
0.972,0.213,0.213,-0.102
0.706,0.000,0.000,-0.045
0.944,0.020,0.020,-0.061
0.682,0.011,0.011,0.185

0
0.387,0.417,1.883,1.000
0.387,0.383,1.945,1.000
0.387,0.162,1.977,1.000
0.400,0.063,1.991,1.000
0.303,0.242,1.943,1.000
0.178,0.287,1.879,1.000
0.056,0.321,1.761,1.000
0.056,0.308,1.758,1.000
0.472,0.250,2.007,1.000
0.575,0.333,2.005,1.000
0.666,0.392,2.016,1.000
0.691,0.400,2.014,1.000
0.347,0.467,1.844,1.000
0.322,0.738,1.819,1.000
0.306,0.942,1.831,1.000
0.300,1.000,1.751,1.000
0.428,0.471,1.880,1.000
0.431,0.733,1.824,1.000
0.431,0.938,1.796,1.000
0.434,0.992,1.704,1.000

0.005,-0.023,-0.023,0.978
0.981,0.183,0.183,-0.071
0.978,0.178,0.178,-0.057
0.704,0.000,0.000,-0.049
0.668,0.033,0.033,-0.198
0.546,0.000,0.000,-0.313
-0.258,0.657,0.657,0.536
-0.086,0.000,0.000,0.702
0.795,0.188,0.188,-0.100
0.620,0.000,0.000,0.043
-0.026,0.875,0.875,-0.478
0.573,0.000,0.000,-0.036
0.976,0.207,0.207,-0.035
0.706,0.000,0.000,0.019
0.957,-0.010,-0.010,0.026
0.671,-0.024,-0.024,0.220
0.972,0.207,0.207,-0.105
0.705,0.000,0.000,-0.048
0.943,0.015,0.015,-0.064
0.682,0.011,0.011,0.185

0
0.384,0.417,1.886,1.000
0.384,0.383,1.948,1.000
0.384,0.167,1.979,1.000
0.397,0.063,1.994,1.000
0.297,0.242,1.945,1.000
0.178,0.287,1.887,1.000
0.056,0.317,1.770,1.000
0.059,0.308,1.769,1.000
0.466,0.250,2.009,1.000
0.572,0.333,2.004,1.000
0.663,0.392,2.013,1.000
0.684,0.396,2.010,1.000
0.344,0.467,1.847,1.000
0.319,0.738,1.822,1.000
0.306,0.942,1.832,1.000
0.300,1.000,1.752,1.000
0.425,0.471,1.883,1.000
0.428,0.733,1.824,1.000
0.428,0.938,1.796,1.000
0.434,0.992,1.704,1.000

0.005,-0.023,-0.023,0.977
0.981,0.182,0.182,-0.071
0.978,0.178,0.178,-0.058
0.704,0.000,0.000,-0.049
0.675,0.039,0.039,-0.186
0.541,0.000,0.000,-0.315
-0.259,0.650,0.650,0.546
-0.048,-0.125,-0.125,0.694
0.791,0.191,0.191,-0.113
0.620,0.000,0.000,0.034
-0.020,0.876,0.876,-0.478
0.544,0.000,0.000,-0.071
0.975,0.209,0.209,-0.034
0.707,0.000,0.000,0.017
0.957,-0.015,-0.015,0.022
0.672,-0.023,-0.023,0.218
0.972,0.209,0.209,-0.109
0.705,0.000,0.000,-0.049
0.942,0.031,0.031,-0.065
0.682,0.021,0.021,0.185

0
0.381,0.417,1.888,1.000
0.381,0.383,1.950,1.000
0.381,0.167,1.980,1.000
0.394,0.063,1.995,1.000
0.294,0.242,1.947,1.000
0.175,0.287,1.893,1.000
0.053,0.317,1.781,1.000
0.059,0.308,1.780,1.000
0.463,0.250,2.011,1.000
0.569,0.333,2.004,1.000
0.659,0.387,2.012,1.000
0.681,0.392,2.008,1.000
0.341,0.467,1.849,1.000
0.319,0.738,1.825,1.000
0.306,0.942,1.833,1.000
0.300,1.000,1.752,1.000
0.422,0.471,1.886,1.000
0.425,0.733,1.825,1.000
0.428,0.938,1.796,1.000
0.434,0.992,1.704,1.000

0.005,-0.023,-0.023,0.977
0.981,0.181,0.181,-0.069
0.978,0.177,0.177,-0.058
0.704,0.000,0.000,-0.049
0.675,0.048,0.048,-0.166
0.542,0.000,0.000,-0.309
-0.252,0.658,0.658,0.549
-0.025,-0.223,-0.223,0.670
0.791,0.194,0.194,-0.121
0.615,0.000,0.000,0.030
-0.018,0.869,0.869,-0.493
0.544,0.000,0.000,-0.074
0.975,0.211,0.211,-0.035
0.707,0.000,0.000,0.014
0.957,-0.014,-0.014,0.019
0.673,-0.023,-0.023,0.216
0.971,0.211,0.211,-0.112
0.705,0.000,0.000,-0.050
0.941,0.026,0.026,-0.066
0.682,0.021,0.021,0.186

0
0.378,0.417,1.889,1.000
0.378,0.383,1.951,1.000
0.378,0.167,1.981,1.000
0.391,0.063,1.995,1.000
0.291,0.242,1.948,1.000
0.172,0.287,1.898,1.000
0.050,0.317,1.789,1.000
0.028,0.317,1.779,1.000
0.459,0.250,2.012,1.000
0.566,0.333,2.004,1.000
0.659,0.387,2.011,1.000
0.678,0.387,2.008,1.000
0.338,0.467,1.850,1.000
0.316,0.738,1.826,1.000
0.306,0.942,1.834,1.000
0.300,1.000,1.751,1.000
0.419,0.471,1.888,1.000
0.425,0.733,1.825,1.000
0.428,0.938,1.796,1.000
0.431,0.992,1.704,1.000

0.005,-0.023,-0.023,0.976
0.981,0.181,0.181,-0.067
0.978,0.177,0.177,-0.056
0.704,0.000,0.000,-0.048
0.674,0.056,0.056,-0.150
0.542,0.000,0.000,-0.303
-0.245,0.665,0.665,0.552
0.500,0.000,0.000,-0.206
0.792,0.196,0.196,-0.126
0.612,0.000,0.000,0.026
-0.016,0.865,0.865,-0.499
0.500,0.000,0.000,-0.084
0.975,0.213,0.213,-0.035
0.707,0.000,0.000,0.013
0.957,-0.019,-0.019,0.017
0.673,-0.023,-0.023,0.215
0.970,0.213,0.213,-0.117
0.705,0.000,0.000,-0.050
0.941,0.011,0.011,-0.067
0.682,0.011,0.011,0.186

0
0.375,0.417,1.891,1.000
0.375,0.383,1.952,1.000
0.375,0.167,1.981,1.000
0.387,0.063,1.995,1.000
0.287,0.242,1.949,1.000
0.169,0.283,1.901,1.000
0.050,0.317,1.795,1.000
0.016,0.321,1.779,1.000
0.456,0.250,2.013,1.000
0.563,0.333,2.004,1.000
0.656,0.387,2.010,1.000
0.675,0.383,2.007,1.000
0.338,0.467,1.851,1.000
0.316,0.738,1.827,1.000
0.306,0.942,1.834,1.000
0.300,1.000,1.751,1.000
0.416,0.471,1.889,1.000
0.422,0.733,1.825,1.000
0.428,0.938,1.796,1.000
0.431,0.992,1.704,1.000

0.005,-0.023,-0.023,0.974
0.981,0.182,0.182,-0.065
0.978,0.178,0.178,-0.054
0.704,0.000,0.000,-0.047
0.661,0.056,0.056,-0.141
0.549,0.000,0.000,-0.297
-0.240,0.676,0.676,0.540
0.527,0.000,0.000,-0.197
0.792,0.198,0.198,-0.129
0.612,0.000,0.000,0.023
-0.014,0.865,0.865,-0.499
-0.070,-0.438,-0.438,0.551
0.973,0.223,0.223,-0.035
0.707,0.000,0.000,0.012
0.957,-0.019,-0.019,0.016
0.674,-0.023,-0.023,0.213
0.967,0.223,0.223,-0.119
0.705,0.000,0.000,-0.051
0.940,0.006,0.006,-0.068
0.682,0.011,0.011,0.187

0
0.375,0.417,1.891,1.000
0.372,0.383,1.953,1.000
0.372,0.167,1.981,1.000
0.384,0.063,1.994,1.000
0.284,0.242,1.950,1.000
